samples,S161_SCH_0_2mic_AHI,S161_SCH_0_2mic_AMID,S161_SCH_0_2mic_BHI,S161_SCH_HI_FsH1,S161_SCH_HI_FsH2,S161_SCH_HI_FsH3,S161_SCH_HI_FsH4,S161_SCH_HI_FsH5,S161_SCH_HI_FsH6,S161_SCH_HI_FsR1,S161_SCH_HI_FsR2,S161_SCH_HI_FsR3,S161_SCH_HI_FsR4,S161_SCH_HI_FsR5,S161_SCH_HI_FsR6,S161_SCH_HI_FsV1,S161_SCH_HI_FsV2,S161_SCH_HI_FsV3,S161_SCH_HI_FsV4,S161_SCH_HI_FsV5,S161_SCH_HI_FsV6,S161_SCH_LO_FdH1,S161_SCH_LO_FdH2,S161_SCH_LO_FdH3,S161_SCH_LO_FdH4,S161_SCH_LO_FdH5,S161_SCH_LO_FdH6,S161_SCH_LO_FdR1,S161_SCH_LO_FdR2,S161_SCH_LO_FdR3,S161_SCH_LO_FdR4,S161_SCH_LO_FdR5,S161_SCH_LO_FdR6,S161_SCH_LO_FdV1,S161_SCH_LO_FdV2,S161_SCH_LO_FdV3,S161_SCH_LO_FdV4,S161_SCH_LO_FdV5,S161_SCH_LO_FdV6,S161_SCH_MID_FvH1,S161_SCH_MID_FvH2,S161_SCH_MID_FvH3,S161_SCH_MID_FvH4,S161_SCH_MID_FvH5,S161_SCH_MID_FvH6,S161_SCH_MID_FvR1,S161_SCH_MID_FvR2,S161_SCH_MID_FvR3,S161_SCH_MID_FvR4,S161_SCH_MID_FvR5,S161_SCH_MID_FvR6,S161_SCH_MID_FvV1,S161_SCH_MID_FvV2,S161_SCH_MID_FvV3,S161_SCH_MID_FvV4,S161_SCH_MID_FvV5,S161_SCH_MID_FvV6,S162_SCH_0_2mic_AHI,S162_SCH_0_2mic_ALO,S162_SCH_0_2mic_AMID,S162_SCH_0_2mic_BHI,S162_SCH_0_2mic_BLO,S162_SCH_0_2mic_BMID,S162_SCH_HI_FsH1,S162_SCH_HI_FsH2,S162_SCH_HI_FsH3,S162_SCH_HI_FsH5,S162_SCH_HI_FsH6,S162_SCH_HI_FsR1,S162_SCH_HI_FsR2,S162_SCH_HI_FsR3,S162_SCH_HI_FsR4,S162_SCH_HI_FsR5,S162_SCH_HI_FsR6,S162_SCH_HI_FsV1,S162_SCH_HI_FsV2,S162_SCH_HI_FsV3,S162_SCH_HI_FsV4,S162_SCH_HI_FsV5,S162_SCH_HI_FsV6,S162_SCH_LO_FdH1,S162_SCH_LO_FdH2,S162_SCH_LO_FdH3,S162_SCH_LO_FdH4,S162_SCH_LO_FdH5,S162_SCH_LO_FdH6,S162_SCH_LO_FdR1,S162_SCH_LO_FdR2,S162_SCH_LO_FdR3,S162_SCH_LO_FdR4,S162_SCH_LO_FdR5,S162_SCH_LO_FdR6,S162_SCH_LO_FdV1,S162_SCH_LO_FdV2,S162_SCH_LO_FdV3,S162_SCH_LO_FdV4,S162_SCH_LO_FdV5,S162_SCH_LO_FdV6,S162_SCH_MID_FvH1,S162_SCH_MID_FvH2,S162_SCH_MID_FvH4,S162_SCH_MID_FvH5,S162_SCH_MID_FvH6,S162_SCH_MID_FvR2,S162_SCH_MID_FvR3,S162_SCH_MID_FvR4,S162_SCH_MID_FvR5,S162_SCH_MID_FvR6,S162_SCH_MID_FvV1,S162_SCH_MID_FvV2,S162_SCH_MID_FvV3,S162_SCH_MID_FvV4,S162_SCH_MID_FvV5,S162_SCH_MID_FvV6,T1_C1_FvV,T1_C2_FvV,T1_C3_FvV,T1_C4_FvV,T1_C6_FvV,T1_C7_FvV,T1_C8_FvV,T1D_GP2_FvV,T1D_GP4_FvV,T1D_GP6_FvV,T1D_GP8_FvV,T1D_Pt1_FvV,T1D_Pt3_FvV,T1D_Pt5_FvV,T1D_Pt7_FvV,T1W_GP1a_FvV,T1W_GP3_FvV,T1W_GP5_FvV,T1W_Pt2_FvV,T1W_Pt4_FvV,T1W_Pt6_FvV,T1W_Pt8_FvV,T2_C1_FvV,T2_C2_FvV,T2_C3_FvV,T2_C4_FvV,T2_C5_FvV,T2_C7_FvV,T2_C8_FvV,T2D_GP4_FvV,T2D_GP6_FvV,T2D_GP8_FvV,T2D_Pt1_FvV,T2D_Pt3_FvV,T2D_Pt5_FvV,T2D_Pt7_FvV,T2W_GP1_FvV,T2W_GP3_FvV,T2W_GP5_FvV,T2W_GP7_FvV,T2W_Pt2_FvV_A,T2W_Pt4_FvV,T2W_Pt6_FvV,T2W_Pt8_FvV,T4_C1_FvH,T4_C1_FvR,T4_C1_FvV,T4_C2_FvH,T4_C2_FvR,T4_C2_FvV,T4_C3_FvH,T4_C3_FvR,T4_C3_FvV,T4_C4_FvH,T4_C4_FvR,T4_C4_FvV,T4_C5_FvH,T4_C5_FvR,T4_C5_FvV,T4_C6_FvH,T4_C6_FvR,T4_C6_FvV,T4_C7_FvR,T4_C7_FvV,T4_C8_FvH,T4_C8_FvR,T4_C8_FvV,T4D_GP2_FvH,T4D_GP2_FvV,T4D_GP4_FvH,T4D_GP4_FvV,T4D_GP6_FvH,T4D_GP6_FvR,T4D_GP6_FvV,T4D_GP8_FvH,T4D_GP8_FvR,T4D_GP8_FvV,T4D_Pt1_FvH,T4D_Pt1_FvV,T4D_Pt3_FvH,T4D_Pt3_FvR,T4D_Pt3_FvV,T4D_Pt5_FvH,T4D_Pt5_FvR,T4D_Pt5_FvV,T4D_Pt7_FvH,T4D_Pt7_FvR,T4D_Pt7_FvV,T4W_GP1_FvH,T4W_GP1_FvR,T4W_GP1_FvV,T4W_GP3_FvH,T4W_GP3_FvR,T4W_GP3_FvV,T4W_GP5_FvH,T4W_GP5_FvR,T4W_GP5_FvV,T4W_GP7_FvH,T4W_GP7_FvR,T4W_GP7_FvV,T4W_Pt2_FvH,T4W_Pt2_FvR,T4W_Pt2_FvV,T4W_Pt4_FvH,T4W_Pt4_FvR,T4W_Pt4_FvV,T4W_Pt6_FvH,T4W_Pt6_FvR,T4W_Pt6_FvV,T4W_Pt8_FvH,T4W_Pt8_FvR,T4W_Pt8_FvV
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,0,0,38,99,14,51,47,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,58,26,30,423,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,215,188,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,0,9,0,0,301,0,0,1,0,45,0,0,103,0,0,33,0,0,0,0,0,0,0,0,121,0,0,21,0,0,8,0,0,5,0,0,1,0,0,40,0,0
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,4,0,2,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,3,4,0,1,1,0,7,0,0,0,0,0,1,0,2,6,0,3,4,3,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,3,0,4,2,0,2,1,5,0,4,3,0,5,5,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,5,0,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
280,0,0,0,3,0,3,0,0,0,28,23,25,21,15,20,28,11,39,8,18,17,0,0,0,0,0,1,33,6,0,25,12,0,30,21,0,13,17,3,0,0,0,0,0,0,10,7,15,27,28,3,28,32,24,29,16,15,0,0,0,0,0,0,1,0,0,0,0,27,29,212,31,13,10,17,15,4,31,16,13,0,2,0,0,1,0,2,30,16,2,20,0,1,35,37,6,21,0,0,0,0,0,0,10,14,26,22,11,27,17,15,38,23,14,3,3,3,0,16,2,1,6,2,9,4,9,5,4,0,13,17,30,5,0,3,3,21,28,31,28,24,16,28,28,24,26,25,26,30,34,22,21,21,19,33,23,35,27,0,14,4,0,23,21,0,32,15,0,20,13,0,7,23,0,6,12,20,2,0,20,12,0,3,0,0,0,0,0,0,1,29,0,31,0,33,34,0,0,0,0,0,3,0,13,10,0,10,0,0,2,6,0,0,32,0,27,20,0,10,0,0,13,17,0,2,16
283,0,0,0,2,0,3,0,0,0,30,15,14,12,13,10,17,8,19,8,23,10,0,0,0,0,0,0,19,3,0,16,13,0,12,9,0,20,17,0,0,0,0,0,0,0,12,5,8,20,27,0,16,19,10,22,20,17,0,0,0,0,0,0,3,1,1,0,0,17,27,27,5,13,10,10,10,8,16,5,12,0,0,0,0,0,0,1,20,10,1,13,0,0,20,19,1,20,0,0,0,0,0,0,16,3,20,18,12,16,8,17,13,14,17,1,2,4,2,10,2,2,2,6,13,2,0,1,0,3,10,13,22,2,0,4,2,13,14,13,16,13,12,12,28,15,23,28,17,23,24,19,27,10,16,24,28,26,27,0,10,13,0,23,14,0,24,12,0,17,14,0,11,18,0,6,12,9,2,0,18,11,0,2,0,3,0,0,0,0,4,27,0,23,0,23,28,0,0,0,0,0,3,0,11,8,0,0,0,0,0,17,0,0,27,0,15,12,0,13,0,0,7,21,0,2,22
285,0,0,0,0,0,1,0,0,0,1,2,0,2,0,1,2,0,2,0,4,1,0,0,0,0,0,0,2,0,0,3,0,0,4,1,0,2,1,0,0,0,0,0,0,0,1,3,2,2,1,0,3,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,5,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,5,0,0,2,3,0,9,0,0,0,0,0,0,0,1,2,2,2,1,2,1,1,3,3,0,0,0,0,0,0,1,0,3,0,1,3,2,0,0,0,1,3,12,0,1,0,0,4,4,1,1,2,4,3,3,6,9,0,2,5,4,1,1,3,7,1,5,1,0,0,0,0,6,4,0,0,0,0,2,1,0,4,2,0,2,2,0,2,0,1,3,0,0,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,5,1,0,1,0,0,0,0,0,0,4
